name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,Mood
Violent Crimes,ye,Kanye West,3s7MCdXyWmwjdcWh7GWXas,2018-06-01,77,215320,0.669,0.376,0.419,0.0,0.187,0.0397,-6.724,0.522,109.813,1,4,calm
Some Things,Thought Pool,Verzache,4svAadev9s55Md7nXfAXtK,2018-10-19,42,219428,0.503,0.4,0.331,0.000686,0.0946,0.1,-13.618,0.0752,104.999,11,4,calm
By My Side (feat. Kaash Paige),Get Home SAFE (Part 1),SAFE,0OixmRL2iIbWyDH6rn77M7,2022-02-25,43,116571,0.75,0.394,0.578,0.0,0.719,0.582,-7.277,0.221,139.971,2,4,calm
Photosynthesis,Bucket List Project,Saba,3DlgDXIYtnWtJKiB8bZQMv,2016-10-27,62,201732,0.777,0.536,0.662,4.61e-06,0.593,0.634,-8.393,0.27,111.13,7,4,calm
Butterflies,Butterflies,ASTN,6mCljAhAwsKTCsdaA0tIYF,2019-06-13,56,175225,0.858,0.146,0.359,3.58e-06,0.101,0.432,-12.197,0.0437,99.989,8,4,calm
Peach,ARIZONA BABY,Kevin Abstract,5JRMqkR82k2fdDEAim9SCN,2019-04-25,65,176732,0.646,0.683,0.682,4.84e-06,0.107,0.421,-5.847,0.0759,131.895,7,4,calm
Cheap Vacations (feat. Glassface),Live on Ice,tobi lou,7fGmx2dHgPwynQrfwPMemP,2019-08-02,48,215999,0.652,0.0572,0.453,5.06e-05,0.114,0.195,-8.014,0.0718,80.057,11,4,calm
Sorry,Sorry,Deb Never,7ufvTDIjfqAhYZLXUX0lrF,2021-04-21,40,180269,0.828,0.613,0.325,1.65e-06,0.354,0.131,-8.805,0.0675,130.066,0,4,calm
That's On Me,Circles,Mac Miller,0udOCZp7yk0Ml92C0k8H8D,2020-01-17,58,217868,0.583,0.591,0.499,0.0104,0.33,0.342,-10.086,0.0261,155.199,10,3,calm
Go Flex,Stoney (Deluxe),Post Malone,5yuShbu70mtHXY0yLzCQLQ,2016-12-09,75,179613,0.665,0.228,0.498,0.0,0.0757,0.127,-8.185,0.0832,81.967,5,4,calm
Tyler,Tyler,Yxngxr1,409qeWve1NEa9hkbrTjaUo,2019-01-13,49,126544,0.908,0.282,0.567,0.0,0.119,0.723,-8.192,0.148,97.99,1,4,calm
Crave You,Down To Earth,Flight Facilities,4ESWJepzBtY2lR9oZDYVaP,2014-10-24,16,234786,0.921,0.0976,0.48,0.0,0.0768,0.317,-9.2,0.0823,120.043,1,4,calm
Best Part (feat. H.E.R.),Freudian,Daniel Caesar,1RMJOxR6GRPsBHL8qeC2ux,2017-08-25,78,209831,0.524,0.808,0.364,0.0,0.1,0.436,-10.209,0.0367,75.24,7,4,calm
SUGAR,GINGER,BROCKHAMPTON,6U0FIYXCQ3TGrk4tFpLrEA,2019-08-23,69,204533,0.453,0.449,0.538,0.0,0.19,0.516,-8.212,0.0638,122.973,1,4,calm
Peso,LIVE.LOVE.A$AP,A$AP Rocky,3tTpvK7QgjjQCKGnHt5xn3,2011-10-31,61,169560,0.415,0.193,0.831,0.0,0.0768,0.583,-6.837,0.36,139.63,10,4,calm
Formula,Euphoria (Original Score from the HBO Series),Labrinth,6EtKlIQmGPB9SX8UjDJG5s,2019-10-04,80,91869,0.574,0.0448,0.664,0.0553,0.146,0.226,-6.068,0.0409,144.654,11,4,calm
Cherry Hill,There's Really A Wolf,Russ,6qcuRcbz8DCLG6nG4or8Uo,2017-05-05,66,222453,0.681,0.161,0.469,0.403,0.108,0.0373,-10.803,0.0366,130.022,2,4,calm
FACE,SATURATION,BROCKHAMPTON,5bknBRjKJZ643DAN2w8Yoy,2017-06-09,60,259000,0.945,0.591,0.702,0.000538,0.0788,0.678,-5.016,0.12,119.887,11,4,calm
sex money feelings die - slowed version,sex money feelings die (slowed version),Lykke Li,0dkvbYmXYEPK7gGMdytmfI,2019-10-18,70,168810,0.797,0.471,0.44,1.57e-06,0.0849,0.436,-6.587,0.0594,111.014,5,4,calm
Get You (feat. Kali Uchis),Freudian,Daniel Caesar,7zFXmv6vqI4qOt4yGf3jYZ,2017-08-25,77,278179,0.658,0.422,0.294,5.2e-05,0.0749,0.358,-8.533,0.0321,74.038,4,4,calm
blushing!,we just need some time together,BETWEEN FRIENDS,6f2PYMoDVBssQ4Alj05vSM,2018-04-05,1,231330,0.367,0.225,0.551,0.0,0.0648,0.196,-6.199,0.0603,123.069,0,3,calm
Swim,Chase Atlantic,Chase Atlantic,3M0lSi5WW79CXQamgSBIjx,2017-10-04,79,228786,0.666,0.27,0.542,0.0,0.0765,0.0771,-6.429,0.0392,120.134,8,4,calm
BLEACH,SATURATION III,BROCKHAMPTON,0dWOFwdXrbBUYqD9DLsoyK,2017-12-15,63,273151,0.595,0.462,0.657,0.000597,0.437,0.718,-6.498,0.183,156.093,1,4,calm
Fuck The World (Summer in London),Fuck The World,Brent Faiyaz,2CzUlaKN1mvb0szagSR3ux,2020-02-07,68,236703,0.679,0.873,0.281,0.00335,0.215,0.234,-15.506,0.184,74.996,3,4,calm
Kiss from a Rose,Seal,Seal,3YKptz29AsOlm7WAVnztBh,1994-05-31,71,288426,0.584,0.684,0.533,0.0,0.306,0.224,-7.11,0.0305,131.745,10,3,calm
Too Fast,Into,Sonder,0QyJXG36Q3Kta662XS8GhY,2017-01-27,60,295800,0.407,0.281,0.323,2.42e-05,0.487,0.136,-11.076,0.041,99.209,4,3,calm
Hollywood,Hollywood,Caleb Woodrow,5pljMN7MBDbJ5ZGSzUmVQs,2021-11-12,6,133038,0.838,0.249,0.255,0.000146,0.0952,0.57,-13.851,0.0852,130.009,5,4,calm
ARE YOU OK?,CASE STUDY 01,Daniel Caesar,2hSwwIRD8sahfwQGjFdixz,2019-06-28,53,392696,0.391,0.573,0.415,0.00188,0.242,0.0789,-11.665,0.0398,99.035,0,4,calm
Sanctuary,Nectar,Joji,0rOLFkjY5DSIViVBNnzOuK,2020-09-25,69,180018,0.552,0.387,0.638,0.00014,0.374,0.332,-7.474,0.11,167.834,1,4,calm
Streets,Hot Pink,Doja Cat,60ynsPSSKe6O3sfwRnIBRf,2019-11-07,79,226986,0.749,0.21,0.463,0.0382,0.338,0.189,-8.433,0.0842,90.035,11,4,calm
I Wonder,Graduation,Kanye West,4jQqM4NI79HEcWHUJb8Hvf,2007-09-11,1,243440,0.542,0.141,0.466,0.000445,0.125,0.124,-8.665,0.0831,191.385,0,4,calm
I Need U,Worn Out Heart,yaeow,6tmZRSTEAW90RI8nXsly1f,2020-06-11,55,142588,0.402,0.513,0.405,0.0167,0.155,0.072,-12.486,0.0713,84.873,9,4,calm
Trust,Lost,Brent Faiyaz,0oufSLnKQDoBFX5mgkDCgR,2018-10-19,76,158420,0.764,0.231,0.394,9.37e-05,0.117,0.465,-8.559,0.152,92.009,8,4,calm
Mr. Rager,Man On The Moon II: The Legend Of Mr. Rager,Kid Cudi,2ncLdwTd8qzkxiJjlbiOgC,2010-01-01,69,294213,0.675,0.38,0.734,0.895,0.141,0.533,-8.659,0.0265,101.998,7,4,calm
Walkin,Walkin,Denzel Curry,646sbFnyVg1trhqqxqFUJg,2022-01-24,55,280004,0.557,0.134,0.652,0.0,0.292,0.433,-7.219,0.145,135.999,11,4,calm
Closer,Closer,Old Chingu,0WeUDDU8ccYDguR3jI8Bza,2019-06-01,34,249090,0.775,0.516,0.612,1.69e-05,0.129,0.637,-6.8,0.0543,131.982,11,4,calm
I Did It,I Did It,Kris Yute,6alLuHEi2b8IwS36GdI7hL,2019-07-18,38,165930,0.772,0.052,0.665,3.06e-06,0.0567,0.516,-8.32,0.0536,143.948,1,4,calm
HONEST,DIE FOR MY BITCH,Baby Keem,58k32my5lKofeZRtIvBDg9,2019-07-19,78,172672,0.676,0.403,0.536,3.37e-05,0.105,0.373,-8.79,0.0432,79.037,2,4,calm
Will He (Ryan Hemsworth Remix),In Tongues (Deluxe),Joji,1n8KCrv2wq43ysd6HQCpV6,2018-02-14,46,168188,0.532,0.826,0.385,0.00699,0.118,0.327,-10.371,0.0392,126.61,2,4,calm
90210 (feat. Kacy Hill),Rodeo (Expanded Edition),Travis Scott,51EC3I1nQXpec4gDk0mQyP,2015-09-04,75,339066,0.402,0.113,0.526,8.33e-06,0.105,0.312,-6.741,0.0904,81.404,9,4,calm
Blue World,Circles,Mac Miller,2hwOoMtWPtTSSn6WHV7Vp5,2020-01-17,71,209440,0.742,0.389,0.553,0.0,0.0694,0.508,-8.98,0.419,84.931,8,4,calm
Ivy,Blonde,Frank Ocean,2ZWlPOoWh0626oTaHrnl2a,2016-08-20,77,249191,0.575,0.785,0.386,0.000289,0.229,0.466,-9.584,0.037,116.408,9,4,calm
Losin Control,There's Really A Wolf,Russ,4cxMGhkinTocPSVVKWIw0d,2017-05-05,73,237506,0.759,0.515,0.245,0.000154,0.102,0.209,-6.545,0.138,96.992,6,4,calm
RECENTLY DELETED,LOOK AT THIS MESS IVE MADE EP,LoveLeo,79mev5KLBEgb5Mw0pWXpHA,2020-07-17,22,142361,0.664,0.944,0.279,0.00253,0.117,0.399,-13.946,0.0336,94.906,9,4,calm
Show Me How,Show Me How,Men I Trust,01TyFEZu6mHbffsVfxgrFn,2018-02-28,77,215110,0.791,0.674,0.267,0.534,0.102,0.544,-11.997,0.0415,165.99,5,4,calm
Coaster,American Teen,Khalid,39KG4kom3enSx4GTThuDGt,2017-04-27,68,199120,0.441,0.935,0.219,0.0,0.115,0.244,-14.586,0.0419,94.021,8,4,calm
Oh No,Oh No / Liahr,Biig Piig,5OplD6jkrUT7XJFFIM6mph,2020-10-21,59,164946,0.697,0.412,0.41,0.79,0.111,0.377,-9.149,0.144,166.133,7,4,calm
Redbone,"""Awaken, My Love!""",Childish Gambino,0wXuerDYiBnERgIpbb3JBR,2016-12-02,36,326933,0.743,0.169,0.344,0.00879,0.103,0.577,-11.174,0.118,160.15,1,4,calm
Drama (feat. Drake),Exis,Roy Woods,0PXp9QxBfSKGGpWUNaws2X,2015-07-31,50,251859,0.709,0.157,0.362,0.0,0.109,0.113,-9.814,0.055,122.043,11,4,calm
Flashing Lights,Graduation,Kanye West,31I3Rt1bPa2LrE74DdNizO,2007-09-11,16,237506,0.639,0.0381,0.628,0.0,0.386,0.43,-7.578,0.0399,90.482,6,4,calm
PRIDE.,DAMN.,Kendrick Lamar,6IZvVAP7VPPnsGX6bvgkqg,2017-04-14,79,275253,0.665,0.0786,0.535,1.68e-05,0.154,0.37,-7.056,0.0572,138.842,4,4,calm
"...And to Those I Love, Thanks for Sticking Around",Stop Staring At the Shadows,$uicideboy$,30QR0ndUdiiMQMA9g1PGCm,2020-02-14,77,168489,0.792,0.124,0.511,9.04e-05,0.14,0.111,-6.876,0.0409,113.983,2,4,calm
Bored,Bored,Billie Eilish,04sN26COy28wTXYj3dMoiZ,2017-03-30,80,180933,0.614,0.896,0.318,0.00239,0.0795,0.112,-12.695,0.0478,119.959,7,4,calm
If You Want Love,Perception,NF,3i5qVV8azKqGFK4Gzdt5YS,2017-10-06,72,199386,0.551,0.659,0.386,0.0,0.125,0.245,-10.22,0.132,116.409,0,1,calm
Look at Me Now,Look at Me Now,Brennan Savage,46eK1kembooWblMi7M7yLM,2017-07-01,63,150000,0.649,0.0483,0.538,0.401,0.0928,0.355,-9.793,0.0918,160.075,0,4,calm
YEAH RIGHT,BALLADS 1,Joji,1VGzxJnVQND7Cg5H5wGj14,2018-10-26,76,174357,0.672,0.619,0.588,0.241,0.0992,0.204,-9.573,0.133,169.033,1,4,calm
Eleven,Eleven,Khalid,1ToprX3cpBiXoAe5eNSk74,2020-01-09,61,206360,0.701,0.112,0.396,0.0209,0.223,0.115,-10.182,0.119,129.004,4,4,calm
Chanel,Chanel,Frank Ocean,6Nle9hKrkL1wQpwNfEkxjh,2017-03-10,74,210285,0.776,0.874,0.503,0.0,0.112,0.473,-5.732,0.237,110.134,0,4,calm
Goodnight,Multilinear,Razegod,7kW8KlDA7A2Fie3IY299FX,2020-10-10,41,126956,0.707,0.021,0.85,0.236,0.639,0.383,-4.246,0.0703,138.021,7,4,calm
Small Worlds,Swimming,Mac Miller,4gT3mNJA8lnlkYFqGZ8IA2,2018-08-03,76,271733,0.516,0.814,0.546,4.5e-06,0.0995,0.515,-9.105,0.249,78.267,5,4,calm
STOP TRYING TO BE GOD,ASTROWORLD,Travis Scott,1xYpVRspgaLxdJLOTQkTjg,2018-08-03,65,338438,0.588,0.221,0.567,0.0,0.135,0.113,-3.738,0.0628,150.009,4,4,calm
Life is Beautiful,"Come Over When You're Sober, Pt. 2",Lil Peep,5rYpwP1dHWGVMrSZbTmt3e,2018-11-09,69,207586,0.533,0.0385,0.638,0.000932,0.0758,0.324,-9.411,0.0636,135.056,10,4,calm
See You Again (feat. Kali Uchis),Flower Boy,"Tyler, The Creator",7KA4W4McWYRpgf0fWsJZWB,2017-07-21,81,180386,0.558,0.371,0.559,7.49e-06,0.109,0.62,-9.222,0.0959,78.558,6,4,calm
idontwannabeyouanymore,dont smile at me,Billie Eilish,41zXlQxzTi6cGAjpOXyLYH,2017-12-22,77,203569,0.483,0.737,0.412,0.0,0.116,0.247,-8.461,0.0402,170.163,7,3,calm
BOYFREN,BOYFREN,LoveLeo,3WmgMoWZ1E5yNyn2aUzWAr,2020-01-10,55,136955,0.846,0.246,0.364,0.011,0.0902,0.682,-7.328,0.0602,79.927,1,4,calm
Novacane,Novacane,Frank Ocean,4osgfFTICMkcGbbigdsa53,2011-01-01,77,302346,0.762,0.0584,0.508,0.00126,0.16,0.37,-9.112,0.0919,93.51,3,4,calm
Villain,Villain,Caleb Woodrow,1EkUzLMcAPzrvtZbpjB8Oy,2021-08-28,7,187355,0.74,0.0515,0.6,7.97e-06,0.0948,0.392,-9.612,0.0465,82.003,10,4,calm
Kill Yourself (Part III),My Liver Will Handle What My Heart Can't,$uicideboy$,0kEZlJh4mK1QRfb3CT5LPk,2015-09-21,76,145078,0.753,0.326,0.68,4.15e-05,0.423,0.192,-7.092,0.0349,105.977,5,4,calm
Star Shopping,Star Shopping,Lil Peep,30bqVoKjX479ab90a8Pafp,2015,32,142000,0.585,0.0967,0.471,0.0184,0.115,0.323,-9.934,0.0616,93.099,4,4,calm
Nights,Blonde,Frank Ocean,7eqoqGkKwgOaWNNHx90uEZ,2016-08-20,76,307151,0.457,0.427,0.551,1.15e-06,0.113,0.428,-9.36,0.167,89.87,5,4,calm
Self Care,Swimming,Mac Miller,5bJ1DrEM4hNCafcDd1oxHx,2018-08-03,76,345133,0.52,0.367,0.538,0.00187,0.119,0.177,-8.109,0.206,141.894,1,4,calm
Cinnamon,Tunnels,Jome,7pJ8EpupQvfomVNPtfneql,2017-11-03,57,204000,0.46,0.589,0.473,0.000149,0.111,0.235,-11.422,0.0479,139.956,8,4,calm
Call My Phone,Call My Phone,love$hop,1ws31MKWonDkecULSP5MCZ,2022-01-13,0,188241,0.685,0.48,0.502,0.0,0.109,0.149,-10.865,0.0396,132.949,7,4,calm
In My Room,In My Room,Frank Ocean,4S4Mfvv03M1cHgIOJcbUCL,2019-11-02,75,133680,0.861,0.594,0.647,0.661,0.114,0.67,-7.425,0.0675,158.037,7,4,calm
Moon & Stars (feat. Maggie Lindemann),- TRAGEDY +,$NOT,3oGbHF3Kdwf3AsRCbBjUxu,2020-03-06,63,187586,0.713,0.606,0.47,1.35e-05,0.306,0.0825,-8.698,0.0864,84.518,9,4,calm
when the party's over,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,43zdsphuZLzwA9k4DJhU0I,2019-03-29,80,196077,0.367,0.978,0.111,3.97e-05,0.0897,0.198,-14.084,0.0972,82.642,4,4,calm
drunk,always,keshi,6D6HVKe7Qu3imn4zzJD0W9,2020-10-23,68,227031,0.691,0.765,0.389,0.0,0.0941,0.306,-8.247,0.0367,104.952,4,4,calm
Come Back to Earth,Swimming,Mac Miller,01z2fBGB8Hl3Jd3zXe4IXR,2018-08-03,71,161840,0.272,0.89,0.238,0.00925,0.275,0.119,-12.148,0.0349,83.507,2,4,calm
Hurt Feelings,Swimming,Mac Miller,5p7GiBZNL1afJJDUrOA6C8,2018-08-03,67,245640,0.69,0.343,0.462,0.00218,0.113,0.325,-8.054,0.13,157.655,8,4,calm
Afterthought,Nectar,Joji,1ggYjU6zdFHgANcku82boU,2020-09-24,63,194871,0.668,0.398,0.547,0.0766,0.0931,0.192,-8.024,0.0353,83.5,1,4,calm
LOVE. FEAT. ZACARI.,DAMN.,Kendrick Lamar,6PGoSes0D9eUDeeAafB2As,2017-04-14,80,213400,0.8,0.264,0.585,0.0,0.153,0.779,-7.343,0.0924,126.058,10,4,calm
Feeling Whitney,Stoney (Deluxe),Post Malone,35r28RDot7nPE7y9K9H7l0,2016-12-09,72,257266,0.412,0.787,0.227,4.69e-06,0.282,0.226,-12.696,0.0359,80.111,0,4,calm
Fantasy,COSMIC,Bazzi,1i36kkhmhBxf4lYJscg5zK,2018-04-12,70,148229,0.699,0.154,0.668,3.2e-06,0.362,0.314,-4.272,0.0336,144.105,5,4,calm
HEAD OVER HEELS,LOOK AT THIS MESS IVE MADE EP,LoveLeo,2KFulyrLZkXBpThxLCtxxY,2020-07-17,44,156149,0.869,0.045,0.591,0.0564,0.0968,0.977,-8.314,0.0361,119.989,0,4,calm
Goodie Bag,Goodie Bag,Still Woozy,4vHNeBWDQpVCmGbaccrRzi,2017-11-05,73,146390,0.739,0.821,0.522,0.00124,0.233,0.619,-12.304,0.151,138.263,7,4,calm
Cooks,Cooks,Still Woozy,75TDPu9k7Yv3IovdYaNCwk,2017-07-16,64,174105,0.45,0.434,0.583,0.0126,0.244,0.701,-10.49,0.0811,77.066,4,4,calm
And Also I'm Really Scared,Um Hi,Fox Academy,0l6kQTDjivU0fbbdEprbU6,2014-01-20,38,130094,0.565,0.941,0.232,0.000197,0.1,0.217,-16.905,0.029,109.026,3,4,calm
Summertime In Paris,ERYS (Deluxe),Jaden,6XNANAB7sFvkfho6bMCp7o,2019-07-05,64,270960,0.569,0.135,0.86,0.0,0.153,0.289,-4.116,0.043,90.937,9,4,calm
Heat Waves,Dreamland (+ Bonus Levels),Glass Animals,02MWAaffLxlfxAUY7c5dvx,2020-08-06,83,238805,0.761,0.44,0.525,6.7e-06,0.0921,0.531,-6.9,0.0944,80.87,11,4,calm
Home,A Coming of Age,Danny Knutelsky,1Xy1QT5ZM1a2ta6rUGxBii,2020-07-19,41,219961,0.5,0.852,0.234,0.000137,0.096,0.166,-14.915,0.0294,139.797,3,4,calm
PLEASE DON'T GO,Goodnight Lovell,Night Lovell,7juLZgOGJrjevenhKh0ZRE,2019-02-22,61,125401,0.806,0.428,0.322,0.0942,0.125,0.244,-11.684,0.0973,140.009,5,4,calm
Skin,A Coming of Age,Danny Knutelsky,4uSKLMmFdXh6nPEkj7J2DH,2020-07-19,45,233335,0.327,0.917,0.136,0.0664,0.0944,0.0395,-19.341,0.0383,150.048,10,3,calm
SLOW DANCING IN THE DARK,BALLADS 1,Joji,0rKtyWc8bvkriBthvHKY8d,2018-10-26,81,209273,0.515,0.544,0.479,0.00598,0.191,0.284,-7.458,0.0261,88.964,3,4,calm
Normal People (feat. rei brown),Nectar,Joji,0QDBNUrc51sGxzmMTvH5kF,2020-09-24,47,166883,0.678,0.384,0.685,0.736,0.099,0.637,-9.439,0.0472,173.104,10,4,calm
like i need u,THE REAPER,keshi,7ivYWXqrPLs66YwakDuSim,2018-11-13,70,182678,0.748,0.399,0.465,0.0,0.294,0.412,-8.163,0.0869,119.872,5,4,calm
Mama Cry,I AM YOU,YNW Melly,2fSW54bA6x2iWePU7rpCiP,2018-08-03,69,231297,0.543,0.0739,0.492,0.0,0.11,0.107,-7.432,0.156,220.099,7,4,calm
GIRL IN PINK,Digikid,Yxngxr1,1RCUFv8DLF3qxeqMY0YHhk,2021-02-13,28,170270,0.881,0.265,0.516,0.0,0.0994,0.582,-8.411,0.232,147.966,0,4,calm
I Say,I Don't Suit Hats,Yxngxr1,6OWlVO7eYLWZmMuciLS3P3,2020-03-08,19,149538,0.8,0.548,0.46,0.0,0.107,0.0747,-12.79,0.202,130.095,6,4,calm
skeletons,skeletons,keshi,2BuJrxYKhYky20dQqTlobO,2019-07-16,67,152480,0.719,0.296,0.265,0.0865,0.108,0.273,-12.782,0.0754,80.021,2,4,calm
CAN'T GET OVER YOU (feat. Clams Casino),BALLADS 1,Joji,39oeKRgsLeynDIbWuXyA47,2018-10-26,67,107076,0.9,0.684,0.316,0.0771,0.0853,0.844,-8.797,0.332,129.914,9,4,calm
Collard Greens,Oxymoron (Deluxe),ScHoolboy Q,0zO8ctW0UiuOefR87OeJOZ,2014-01-01,74,299960,0.825,0.025,0.575,9.94e-06,0.205,0.65,-4.87,0.0633,153.954,11,4,calm
GOSHA,- TRAGEDY +,$NOT,0j8ppsOOawdPCJnSTcXgOy,2020-03-06,70,120000,0.847,0.81,0.448,1.35e-05,0.325,0.488,-10.14,0.416,79.975,0,4,calm
No Role Modelz,2014 Forest Hills Drive,J. Cole,68Dni7IE4VyPkTOH9mRWHr,2014-12-09,86,292799,0.69,0.324,0.521,0.0,0.0534,0.494,-8.492,0.339,100.028,10,4,calm
Bed,Blackheart,Yeek,3cCOyfYvjzrBmvzNFjATbM,2018-05-04,1,211858,0.824,0.551,0.576,0.245,0.0823,0.23,-8.035,0.0495,112.986,4,4,calm
Happy Life,Sewing Kit,Roland Faunte,333eJWCVb1L7uYVu65sZx3,2018-03-21,46,269573,0.684,0.842,0.339,0.0,0.0652,0.357,-6.955,0.039,108.872,7,3,calm
12:34 AM,12:34 AM,Billy Lemos,16iNVfWKKZPDjctIcd0KMn,2017-06-27,61,127000,0.711,0.656,0.473,0.0666,0.119,0.32,-11.971,0.116,90.001,1,4,calm
lost souls,The Melodic Blue,Baby Keem,3nutmkHFVHYY24pQBGxYX8,2021-09-22,45,269727,0.736,0.42,0.307,0.000132,0.153,0.203,-8.346,0.431,170.022,1,4,calm
Good Days,Good Days,SZA,3YJJjQPAbDT7mGpX3WtQ9A,2020-12-25,78,279204,0.436,0.499,0.655,8.1e-06,0.688,0.412,-8.37,0.0583,121.002,1,4,calm
Where's My Love,Where's My Love,SYML,0IRmoVD5Zbndp79ShxphRb,2017-07-07,39,202000,0.604,0.868,0.36,0.0343,0.112,0.37,-10.109,0.0253,103.985,0,4,calm
Edition,Edition,Rex Orange County,1wz7B02oOtrTW6SNLG0cSk,2017-09-12,11,115000,0.86,0.807,0.332,0.0,0.106,0.26,-10.263,0.22,140.949,1,4,calm
voice memo about u,Digikid 2,Yxngxr1,1EWhyhCevrh771cxeSscdD,2021-06-11,27,90596,0.714,0.738,0.331,1.2e-05,0.125,0.422,-9.78,0.0497,122.315,3,4,calm
Clover,Rabbit,Fox Academy,5gPP71yU5rWBvgmlgSZ4nF,2020-09-10,12,122000,0.57,0.918,0.573,0.84,0.396,0.383,-5.448,0.0403,113.487,11,3,calm
Wings,Swimming,Mac Miller,16umSNZfofRpDqTvf8DIAo,2018-08-03,63,250120,0.656,0.818,0.33,0.00386,0.107,0.349,-8.771,0.162,119.057,8,4,calm
Ninety,SYRE,Jaden,2jdw2tc29bqJwToyGvKgJm,2017-11-17,59,468168,0.398,0.384,0.69,0.000437,0.129,0.174,-6.809,0.0631,129.904,1,4,calm
Cig,Plastic Paradise,Baby FuzZ,0R5pOgkclZWEetpBjNiMBx,2019-02-26,39,198000,0.48,0.744,0.311,0.0,0.114,0.222,-8.063,0.0334,79.757,6,4,calm
Save Your Tears,After Hours,The Weeknd,5QO79kh1waicV47BqGRL3g,2020-03-20,85,215626,0.68,0.0212,0.826,1.24e-05,0.543,0.644,-5.487,0.0309,118.051,0,4,calm
Boy,The Uncle Bendr EP,Uncle Bendr,2QU0k9K8h3rNmcUshmvAXj,2018-10-21,35,173700,0.738,0.23,0.453,0.000154,0.136,0.498,-8.728,0.0547,94.007,3,4,calm
Daddy Issues,Wiped Out!,The Neighbourhood,5E30LdtzQTGqRvNd7l6kG5,2015-10-30,82,260173,0.588,0.0678,0.521,0.149,0.123,0.337,-9.461,0.0329,85.012,10,4,calm
FALL IN LOVE,- TRAGEDY +,$NOT,0XVs3503u3CZ4k6xobVEHP,2020-03-06,55,145613,0.607,0.215,0.431,0.000503,0.126,0.0885,-9.077,0.205,145.869,1,4,calm
Moon,Donda,Kanye West,7CC6UbCs4iGsePSzFxYxNn,2021-08-29,71,156091,0.319,0.898,0.236,1.62e-05,0.272,0.254,-9.644,0.0318,162.351,5,4,calm
CYANIDE,CASE STUDY 01,Daniel Caesar,3uouaAVXpQR3X8RYkJyitQ,2019-06-28,69,194959,0.589,0.704,0.652,0.00055,0.125,0.486,-7.498,0.373,158.49,10,4,calm
Six Feet Under,Six Feet Under,Billie Eilish,2VlLbhGLVJgdOW7kKdWWFc,2016-11-17,71,189613,0.576,0.807,0.307,0.000355,0.0792,0.157,-12.732,0.0428,67.513,11,4,calm
4:44 Am,4:44 Am,Kochetkovv,2HNhRDgs16dUuvg4MROylL,2018-07-08,0,121913,0.786,0.972,0.299,0.00211,0.174,0.774,-9.572,0.452,130.035,0,4,calm
Dead Man Walking,Dead Man Walking,Brent Faiyaz,5VlTQnZO89Ioku8ssdbqJk,2020-09-18,69,247079,0.505,0.279,0.267,0.0,0.096,0.439,-13.763,0.05,143.929,9,4,calm
Fishing,Rabbit,Fox Academy,4T3uawYbHLsObhHoN3fiip,2020-09-10,15,222223,0.475,0.928,0.404,0.00154,0.121,0.111,-7.646,0.03,119.827,4,4,calm
