name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,Mood
In My Veins - Feat. Erin Mccarley,In My Veins (Feat. Erin Mccarley),Andrew Belle,7LwGBxB0h0CVmkOZxYKn0g,2010-05-21,58,318908,0.548,0.198,0.42,4.46e-06,0.0899,0.196,-7.842,0.0277,128.012,0,4,sad
Over You,Lights Out,Ingrid Michaelson,1jKwagQhPUaK9kgcymjgiX,2014-04-15,0,283226,0.249,0.779,0.271,0.00132,0.11,0.153,-11.57,0.0325,179.972,5,3,sad
Please Don't Cut,Please Don't Cut,Mikelwj,6LW0f4CsC9PtGPBXPJAnAL,2012-10-22,31,267129,0.673,0.241,0.491,0.0,0.0944,0.385,-12.666,0.263,80.076,6,4,sad
Not About Angels,Not About Angels,Birdy,5sF7hdYvhrcgNq8NZjfK8L,2014-04-13,68,189475,0.405,0.964,0.111,4.37e-05,0.0872,0.219,-11.879,0.0369,116.86,0,4,sad
Goodbye I'm Sorry,The Spotify Collection,Jamestown Story,2XcKfnkAZ4QbMujh2cpwlM,2013-03-15,34,263146,0.654,0.837,0.318,0.0,0.0788,0.401,-9.206,0.0305,106.696,10,4,sad
Make It Without You,The Ladder,Andrew Belle,6jI7y83WjuyBne9b3IvdSs,2010-02-23,41,272612,0.456,0.92,0.205,0.00011,0.149,0.161,-8.437,0.0313,117.663,1,4,sad
Medicine,The Wild Youth EP,Daughter,5Zz8mrmVVhOq3iuv8Gh0MX,2011-11-21,17,258986,0.215,0.135,0.316,0.244,0.595,0.19,-12.201,0.0297,94.619,3,3,sad
Don't Call Me At All,Sleep,Flatsound,4w43SiRPGCGgEqphckJ9x0,2012-05-07,0,225246,0.301,0.868,0.109,6.57e-05,0.123,0.0979,-16.129,0.0466,60.409,11,4,sad
You Don't Know How Lucky You Are,Dear,Keaton Henson,7L4w1yQnlhqo4oUjpW53wz,2010,45,228080,0.389,0.772,0.314,0.576,0.109,0.107,-8.559,0.0345,95.641,2,4,sad
Hebron,Three Songs About the Past Year of My Life,Real Friends,1fy2AejTzH6kBTp62eUEBu,2012-11-13,23,142125,0.652,0.683,0.408,0.0,0.0757,0.255,-6.305,0.029,119.941,1,4,sad
Another Empty Bottle,Katy Mac Throwbacks,Katy McAllister,0RJmnZ23Usaa07LPUe4mGb,2012-02-01,41,228919,0.561,0.917,0.252,0.0,0.106,0.346,-9.448,0.0345,144.226,7,5,sad
I've Given Up on You,Put Yourself Back Together,Real Friends,5bxythiVpxTD2nHZMmD8m1,2013-06-04,0,163999,0.526,0.563,0.377,0.0,0.0799,0.313,-9.762,0.0253,143.984,5,4,sad
Nicole,"I'm Almost Happy Here, But I Never Feel At Home",Hotel Books,6gQj6oO8dYD080Z5gHEtj6,2014-06-27,0,210539,0.522,0.882,0.646,0.0,0.185,0.236,-6.307,0.0769,109.899,2,3,sad
Breathe Me,Colour The Small One,Sia,7jqzZyJJLrpkRFYGpkqSK6,2004-01-01,60,272800,0.552,0.0364,0.643,0.74,0.105,0.212,-7.36,0.0327,120.012,0,4,sad
If You Knew,(Joel Faviere) Many Faces,Sew Intricate,7KWjanaWGAkx8MHV7s7Gd4,2013-06-14,31,135915,0.605,0.921,0.262,0.0,0.119,0.0736,-10.476,0.031,92.998,2,4,sad
Lullabies,Put Up or Shut Up (Deluxe Version),All Time Low,0bXttSh293yQTOgXlafzwg,2008-05-20,0,242973,0.286,0.00132,0.895,0.0,0.107,0.132,-6.393,0.095,104.318,4,3,sad
Love Like This - Acoustic,Love Like This,Kodaline,2M7FVsfSsarRaHXwY3fbzo,2013-11-08,0,241640,0.398,0.961,0.151,0.0425,0.0923,0.0745,-14.402,0.0341,107.072,4,4,sad
Flesh And Bone,Dear,Keaton Henson,1HLcVnTSVC1WtKkNgjSNgp,2010,36,272653,0.52,0.575,0.105,0.0,0.119,0.0577,-10.399,0.041,132.403,9,4,sad
When She Cries,Say It,Britt Nicole,0vQzBcu9L8wrYv85aEhHsr,2007-01-01,43,193346,0.439,0.0165,0.62,0.0,0.105,0.453,-4.386,0.0322,184.047,6,4,sad
How Does It Feel?,Youth,Citizen,423jWF1OL1BlzwK7RALzPB,2013-06-30,0,233436,0.409,0.0018,0.577,0.51,0.491,0.383,-5.864,0.035,83.434,4,4,sad
Heal,Long Way Down (Deluxe),Tom Odell,4KlL5Bwlm4yHYxr0B2rHci,2013-06-24,69,193080,0.445,0.952,0.179,0.00056,0.107,0.119,-12.938,0.0396,72.246,1,4,sad
A Drop in the Ocean,The Bedroom Demos,Ron Pope,5JDcQAztvZTIkrWoZihgvC,2008-07-14,64,220239,0.447,0.785,0.393,0.0,0.28,0.564,-8.65,0.038,73.139,5,3,sad
Remembering Sunday,"So Wrong, It's Right (Deluxe Version)",All Time Low,5wfy4RalC2K42QXlltpxJE,2008-07-29,0,256733,0.449,0.149,0.602,0.0,0.141,0.32,-4.8,0.0264,170.04,6,3,sad
Almost Lover,One Cell In The Sea,A Fine Frenzy,71ehTADpxs85ULrZgSEKCy,2007-01-01,53,268800,0.549,0.947,0.24,0.0,0.106,0.167,-7.778,0.0338,119.58,0,4,sad
All I Want,In A Perfect World (Deluxe),Kodaline,2jTidefcsTu6VQhpIImJrt,2013-06-14,0,305746,0.188,0.174,0.411,0.153,0.0843,0.159,-9.733,0.0484,187.376,0,3,sad
Miserable At Best,A Lesson In Romantics,Mayday Parade,57X2MBEVcRmndT2dgPbllI,2007-07-10,0,316920,0.463,0.564,0.355,0.0,0.0963,0.39,-10.751,0.0304,134.894,2,4,sad
Tee Shirt - Soundtrack Version,Tee Shirt,Birdy,3C5in0EVdoGepp5bA6lhlE,2014-05-13,53,159506,0.684,0.837,0.341,2.69e-05,0.0883,0.557,-9.497,0.0272,75.948,9,4,sad
Slow It Down,The Lumineers (Deluxe Edition),The Lumineers,5OFcjrC1OiRSBylQgF5HDD,2012,47,307000,0.431,0.93,0.065,0.0,0.0917,0.106,-14.558,0.0398,142.55,1,4,sad
Terrible Things - EP Version,Valdosta EP,Mayday Parade,3ZjnFYlal0fXN6t61wdxhl,2009-10-06,50,238076,0.285,0.698,0.371,0.00392,0.104,0.372,-6.833,0.0295,154.989,1,3,sad
9 Crimes,9,Damien Rice,08YEGpKt2LHJ0URCXKHEie,2006-11-07,54,219226,0.329,0.913,0.167,9.56e-05,0.0921,0.0995,-13.103,0.0296,74.174,0,4,sad
Youth,If You Leave,Daughter,6tqzOYuE3lrNVPDgtF3MjM,2013-03-18,0,253013,0.401,0.889,0.535,0.00667,0.116,0.436,-11.09,0.0407,146.515,0,4,sad
Nothing Like Us,Believe Acoustic,Justin Bieber,30Co9eN7JHPf1i2wEyVSMJ,2013-01-01,58,199800,0.546,0.987,0.155,6.02e-05,0.18,0.512,-14.378,0.0428,72.331,0,4,sad
Sad,Overexposed Track By Track,Maroon 5,4MAxq4eEuuyE97wodPnisY,2012-01-01,49,193826,0.781,0.797,0.262,0.0,0.1,0.338,-9.189,0.0321,111.92,7,4,sad
Not In That Way,In The Lonely Hour (Drowning Shadows Edition),Sam Smith,5eoEwktJ1CQrOBD8R6Dbcq,2015-11-06,0,172452,0.392,0.94,0.15,0.0,0.116,0.296,-12.494,0.0322,144.268,2,3,sad
"Flightless Bird, American Mouth",The Shepherd's Dog,Iron & Wine,6iWwfN1euztxZi1OK38HbU,2007-09-25,0,242226,0.359,0.795,0.391,0.0708,0.163,0.19,-8.034,0.026,154.66,3,3,sad
I Found,Pilot EP,Amber Run,4lRuRtvftdSSUA7hLP7zAr,2014-09-21,51,274226,0.28,0.879,0.317,0.00731,0.108,0.236,-12.433,0.0474,186.471,7,3,sad
Can't Help Falling in Love,Can't Help Falling in Love,Haley Reinhart,0Rm2G83ELwkuEgpHlJcBPn,2015-10-09,0,173500,0.406,0.951,0.0307,0.0,0.0984,0.245,-17.636,0.04,136.716,0,4,sad
Oblivion,All This Bad Blood,Bastille,5iyqqccidB1SEpOXXctyTR,2013-01-01,0,196346,0.397,0.708,0.331,1.37e-06,0.424,0.247,-9.027,0.0297,78.702,5,4,sad
I'll Be Good,Habits of My Heart,Jaymes Young,5WLSak7DN3LY1K71oWYuoN,2014-09-28,53,248554,0.455,0.715,0.284,1.47e-06,0.0897,0.133,-10.774,0.0322,133.936,7,3,sad
Skinny Love,Birdy (Deluxe Version),Birdy,0HRshWRNAwQBROvxXqG3i9,2011-11-04,57,201080,0.379,0.952,0.29,0.00106,0.118,0.169,-8.485,0.051,166.467,4,4,sad
Celeste,Celeste EP,Ezra Vine,23cj0rlc0UtTBaCg60VCkm,2014-09-05,50,203309,0.604,0.0299,0.841,0.00382,0.136,0.578,-5.145,0.0423,138.976,1,4,happy
I’m Alive (Life Sounds Like),All People (Deluxe),Michael Franti & Spearhead,38vzESfLhHl3rwCZYvg0eM,2013-01-01,0,231893,0.569,0.00526,0.9,2.96e-06,0.127,0.949,-3.991,0.0562,137.964,11,4,happy
The Sound Of Sunshine,The Sound Of Sunshine,Michael Franti & Spearhead,2J87zalKavfHtstv1cEJ51,2011-01-01,0,225133,0.673,0.0164,0.902,0.0145,0.269,0.704,-4.886,0.0553,97.007,10,4,happy
Drive,Endlings,The Well Pennies,7hj3WpGxNxxBAjKijtQ5Hp,2015-01-27,33,258399,0.613,0.0757,0.693,0.000374,0.158,0.599,-8.337,0.0285,140.026,11,4,happy
Happy Place (feat. Hanna Ashbrook),Happy Place (feat. Hanna Ashbrook),"Oh, Hush!",0MwXFrG4niUhLaVocr0sLq,2014-02-18,18,193457,0.63,0.00395,0.871,1.43e-06,0.163,0.552,-4.586,0.0334,107.032,4,4,happy
Comeback Kid (That's My Dog),The Definitive Collection,Brett Dennen,621CFhl91BygHysX0igkyY,2013-01-29,33,205213,0.475,0.0239,0.822,0.0,0.101,0.884,-5.359,0.0433,180.938,0,4,happy
Back To You,Twin Forks,Twin Forks,5F58VuAd1uTLEa3ojeaQfF,2014-02-25,0,170960,0.561,0.00706,0.849,0.0,0.0822,0.411,-5.544,0.0582,129.061,2,4,happy
Another Day,Jim,Jamie Lidell,65N5mnAk0WOubXkCryAxEe,2008-04-27,42,228906,0.702,0.163,0.634,0.0,0.288,0.897,-4.996,0.0418,135.552,3,4,happy
I Just Dropped In To See What Condition My Condition Is In,Daptone 7 Inch Singles Collection Vol. 2,Various Artists,2DunIaFgxhhLktcs07CxAM,2008-06-03,0,181169,0.641,0.227,0.763,0.000394,0.0831,0.86,-6.461,0.0474,133.256,10,4,happy
Gold Rays,Gold Rays - Single,Vinyl Pinups,15u8XbXuzZvFxx5vbNU5LW,2013-12-19,37,154076,0.611,0.00185,0.858,0.00727,0.23,0.959,-4.581,0.0363,131.997,9,4,happy
Empress,Empress,Morningsiders,5YVYVuNA44FT2yVxEXOw3r,2014-05-06,0,199742,0.703,0.326,0.549,0.00256,0.082,0.385,-9.731,0.0295,99.985,0,5,happy
Thunder Clatter,Youth,Wild Cub,71eRCfoq3g4qeLNcR75Hig,2014-01-01,37,271441,0.6,0.301,0.968,1.88e-06,0.19,0.635,-2.444,0.0329,123.02,6,4,happy
Lucky Day,Ready For You,Hunter Hunted,4FmxP236eZunoF0n4NEGml,2015-07-10,32,204173,0.573,0.000627,0.719,0.0,0.141,0.294,-5.917,0.0299,107.006,5,4,happy
"Wonderful World, Beautiful People - Single Version",The Best Of Jimmy Cliff,Jimmy Cliff,5yoAAVeGTLkP7aezWcbsfN,1975-01-01,0,194666,0.769,0.00696,0.367,0.0,0.0619,0.891,-16.781,0.0305,105.59,2,4,happy
You Are The Best Thing,Gossip in The Grain (Standard DMD),Ray LaMontagne,7885mFKPXjWNyxkOvuFK1j,2008-10-10,0,234760,0.578,0.0325,0.724,2.25e-05,0.182,0.872,-4.922,0.0342,170.614,7,4,happy
Brighter Than The Sun,All Of You,Colbie Caillat,1xOciQno6i6vGvwr6tSuJS,2011-01-01,0,231213,0.637,0.00936,0.774,0.0,0.262,0.575,-5.884,0.0345,95.987,9,4,happy
Little Bit,Back to You,Perrin Lamb,1RrWzz82U4MNccT3C1L7UE,2012-02-14,0,158823,0.599,0.822,0.551,0.00299,0.104,0.455,-9.847,0.0277,84.986,6,4,happy
Seeing Stars,Candy,BØRNS,773mzt4GHA1ogZvCZWWeGu,2014-11-10,0,189453,0.643,0.0696,0.891,0.0,0.317,0.909,-4.147,0.0592,91.998,6,4,happy
Be Okay,With Love EP,Oh Honey,7AonnmPTczSzmqPs32Po69,2014-03-25,0,198674,0.659,0.00431,0.925,0.0,0.205,0.64,-4.567,0.0559,117.015,4,4,happy
Gone,Gone,JR JR,0BAbtnMn0zW7ODOxq25VAm,2015-07-17,28,227506,0.62,0.054,0.892,0.000687,0.207,0.418,-3.664,0.0531,129.96,2,4,happy
Send Me on My Way,Music From Party of Five,Various Artists,6hs3SDnbO3f6VQuPO4KBEb,1996-11-12,66,263333,0.5,0.114,0.681,4.01e-05,0.139,0.745,-9.556,0.0672,119.46,0,4,happy
Rescue,Nocturnal (Deluxe Edition),Yuna,3IWmS7SrT1zX6mCmwzQ5tX,2013-01-01,0,226266,0.671,0.0346,0.888,9.9e-06,0.0845,0.717,-5.184,0.053,107.004,4,4,happy
Come Home,Plastique Universe,CHAPPO,1WVenL3ZbumvxUGWOtn54r,2010-04-23,22,206993,0.506,0.0098,0.925,0.163,0.0518,0.673,-2.475,0.0328,141.997,6,4,happy
Be OK,Be OK,Ingrid Michaelson,2qESkHBZ2VThboOnosYFBk,2008-01-01,0,147680,0.821,0.13,0.773,0.0,0.116,0.954,-6.741,0.0464,133.053,4,4,happy
Me and Julio Down by the Schoolyard,Paul Simon,Paul Simon,6vxHp3CDNo0afgKGp2yi1E,1972-01-14,69,164813,0.626,0.237,0.816,1.8e-06,0.104,0.798,-10.593,0.131,105.307,9,4,happy
I'm Good,Kids In Love,The Mowgli's,50LvEGTx7onjRhdHzozIex,2015-04-14,0,166893,0.614,0.00802,0.922,0.0,0.165,0.635,-5.319,0.0772,96.032,0,4,happy
Put Your Records On,Corinne Bailey Rae,Corinne Bailey Rae,2nGFzvICaeEWjIrBrL2RAx,2006-01-01,74,215360,0.739,0.167,0.511,1.34e-06,0.133,0.542,-7.844,0.0362,96.038,9,4,happy
Electric Love,Dopamine,BØRNS,0BRbWiAn3TVprsotudFRvZ,2015-10-16,0,218106,0.611,0.00431,0.804,0.000633,0.2,0.536,-7.592,0.0545,120.032,6,4,happy
San Francisco,Waiting For The Dawn,The Mowgli's,7dd55GrOtqPzlV7CLxFOz3,2013-01-01,0,173093,0.304,0.0169,0.87,0.0,0.0779,0.326,-4.242,0.0571,93.204,11,4,happy
Pumpin Blood,We Are Only What We Feel,NONONO,7ti4qMC7xYQeh1uRzj5XuM,2014,52,209485,0.618,0.000469,0.848,0.522,0.189,0.413,-4.36,0.0279,118.998,7,4,happy
Reflections,Our Own House,MisterWives,6MByWSkfqebVmpPw3pA1uR,2015-02-24,0,186440,0.682,0.0201,0.681,0.0162,0.101,0.577,-5.435,0.0291,111.037,2,4,happy
Home,Up From Below,Edward Sharpe & The Magnetic Zeros,10ViidwjGLCfVtGPfdcszR,2009-07-13,0,306320,0.545,0.32,0.59,0.000389,0.124,0.127,-6.693,0.0327,111.739,2,4,happy
Ways to Go,Spreading Rumours,Grouplove,57nNNkgk768QVXq3uHxu5e,2013-09-17,57,215520,0.577,0.00338,0.827,0.000647,0.26,0.179,-7.54,0.0365,101.031,7,4,happy
My Type,My Type EP,Saint Motel,2Iq6HhIquO7JKr0KfTNLzU,2014-08-16,65,204811,0.595,0.0641,0.896,5.82e-05,0.0748,0.567,-2.951,0.047,118.001,10,4,happy
Daylight,Sidewalks,Matt and Kim,5KXSDeVznjXIEhv2OtZCYH,2010,0,173333,0.534,0.1,0.796,0.000137,0.144,0.679,-4.932,0.0344,103.121,9,4,happy
Our Own House,Our Own House,MisterWives,4LiTVwc9MU5HJLNLgnSW6Y,2015-02-24,0,232186,0.569,0.00304,0.755,0.000324,0.0509,0.445,-4.687,0.051,125.811,8,4,happy
Tongue Tied,Never Trust a Happy Song,Grouplove,0GO8y8jQk1PkHzS31d699N,2011-09-02,75,218013,0.56,0.00847,0.936,0.0,0.161,0.371,-5.835,0.0439,112.96,3,4,happy
5 Years Time,"Peaceful, The World Lays Me Down",Noah And The Whale,12je8giC2S9smUHJ81tpiL,2008-01-01,55,214933,0.804,0.4,0.552,0.0,0.1,0.748,-7.108,0.113,121.996,0,4,happy
You Make My Dreams (Come True),The Very Best of Daryl Hall / John Oates,Daryl Hall & John Oates,7HX9f8AMBl0vQxAoAzLqhS,2001-01-23,56,187600,0.749,0.13,0.484,0.137,0.0486,0.939,-9.944,0.0484,167.084,5,4,happy
The Walker,More Than Just a Dream,Fitz and The Tantrums,46EOWTszdIfllYY4o6rjkY,2013-05-07,49,233133,0.77,0.00375,0.801,0.00281,0.0515,0.725,-4.182,0.0336,130.76,9,4,happy
I Wanna Get Better,I Wanna Get Better,Bleachers,1RwwmiVtLAtPmxAqKVfwgG,2014-02-18,43,204400,0.456,0.00266,0.891,7.99e-06,0.281,0.385,-7.004,0.106,190.024,9,4,happy
