name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,Mood
Treasure,Unorthodox Jukebox,Bruno Mars,55h7vJchibLdUkxdlX3fK7,2012-12-07,77,178560,0.874,0.0412,0.692,7.24e-05,0.324,0.937,-5.28,0.0431,116.017,5,4,happy
Come,Zanaka,Jain,1YrC8s6yZWw23QxW6rfM9f,2016-10-21,57,162266,0.818,0.232,0.783,0.00886,0.0803,0.819,-6.534,0.0444,99.992,1,4,happy
Bam Bam (feat. Ed Sheeran),Bam Bam (feat. Ed Sheeran),Camila Cabello,0QBzMgT7NIeoCYy3sJCof1,2022-03-04,79,206070,0.756,0.182,0.697,0.0,0.333,0.956,-6.377,0.0401,94.996,8,4,happy
Everybody Needs Somebody To Love,TPH Production Perform The Blues Brothers,The Blues Brothers,5olYKlNYCELRBQzxQ6Tr1V,2005-08-08,0,150125,0.525,0.18,0.686,2.66e-06,0.274,0.91,-8.879,0.0325,193.667,5,4,happy
For Once In My Life,"falling in love, songs",Various Artists,0Vamcab1ClWW7u8rAiwT5d,2023-02-03,40,148235,0.594,0.576,0.705,0.0,0.374,0.372,-6.415,0.0396,102.062,1,4,happy
Electric Love,Dopamine,BØRNS,2GiJYvgVaD2HtM8GqD9EgQ,2015-10-16,77,218106,0.611,0.00543,0.797,0.00137,0.26,0.518,-7.627,0.0533,120.041,6,4,happy
Watermelon Sugar,Fine Line,Harry Styles,6UelLqGlWMcVH1E5c4H7lY,2019-12-13,85,174000,0.548,0.122,0.816,0.0,0.335,0.557,-4.209,0.0465,95.39,0,4,happy
Don't Worry Be Happy,The Collection,Bobby McFerrin,5YbgcwHjQhdT1BYQ4rxWlD,1997-01-01,63,292400,0.681,0.881,0.163,7.62e-05,0.0688,0.771,-22.597,0.165,69.283,11,4,happy
Supalonely,STELLA & STEVE,BENEE,4nK5YrxbMGZstTLbvj6Gxw,2019-11-15,67,223480,0.863,0.305,0.631,3.04e-05,0.123,0.817,-4.689,0.0534,128.977,7,4,happy
I Got You (I Feel Good),Golden Moments,Various Artists,4ZrbWwFHHjPoe7cfUBJ9WQ,2010-09-06,0,168000,0.598,0.331,0.531,1.51e-06,0.0938,0.696,-7.484,0.0954,70.469,7,3,happy
Sunday Best,Where the Light Is,Surfaces,1Cv1YLb4q0RzL6pybtaMLo,2019-01-06,72,158571,0.878,0.183,0.525,0.0,0.0714,0.694,-6.832,0.0578,112.022,5,4,happy
Shiny Happy People,Out Of Time (U.S. Version),R.E.M.,4er8NyQ8cFnZ2b643Tjc44,1991-01-01,0,224800,0.491,0.00361,0.87,0.126,0.184,0.814,-5.99,0.0308,124.444,9,4,happy
As It Was,As It Was,Harry Styles,4LRPiXqCikLlN15c3yImP7,2022-03-31,89,167303,0.52,0.342,0.731,0.00101,0.311,0.662,-5.338,0.0557,173.93,6,4,happy
One Track Mind,One Track Mind,Zaide,67E2W74IlpFbSCcm46PZP3,2022-08-12,33,195943,0.601,0.014,0.691,0.177,0.268,0.863,-7.859,0.0435,150.944,1,4,happy
Celebration - Single Version,Celebration / Morning Star,Kool & The Gang,6pc8xULSlsMdFB3OrqbvZ4,1980,0,215653,0.843,0.0466,0.656,0.0187,0.169,0.931,-11.184,0.0595,121.112,1,4,happy
3 Nights,"Don't Forget About Me, Demos",Dominic Fike,0uI7yAKUf52Cn7y3sYyjiX,2018-10-16,67,177666,0.815,0.223,0.518,0.0,0.104,0.877,-6.594,0.0897,151.891,7,4,happy
Gimme Hope Jo'Anna,Gimmie Eddy - [The Dave Cash Collection],Eddy Grant,6W99yGcIH43jskdRA7idD3,2011-05-09,43,243695,0.896,0.401,0.704,0.132,0.0884,0.98,-12.148,0.0402,128.685,10,4,happy
Footloose,Footloose,LEFT.,5EKEYEvTy8GYCDSCgLPUsn,2021-10-22,34,168776,0.537,0.372,0.622,0.0,0.127,0.729,-6.602,0.224,99.905,7,4,happy
All About That Bass,All About That Bass,Meghan Trainor,0ifSeVGUr7py5GggttDhXw,2014-06-30,57,188754,0.811,0.0476,0.879,1.91e-06,0.109,0.962,-3.724,0.0514,134.064,9,4,happy
Home,Up From Below,Edward Sharpe & The Magnetic Zeros,0cBPuDA3xUjR4Vh9o7CKy8,2009-07-12,70,306320,0.541,0.289,0.591,0.000431,0.124,0.116,-6.688,0.0336,111.676,2,4,happy
Cassy O',Wanted on Voyage,George Ezra,24fXShNbufmThxBTWWPfO1,2014-06-27,0,184133,0.544,0.0462,0.847,0.0,0.336,0.168,-4.794,0.0385,97.974,2,4,happy
Jailhouse Rock,Elvis 30 #1 Hits,Elvis Presley,6pyex9B1kBoRIuabBAc4m8,2002-09-24,53,155333,0.635,0.314,0.672,5.03e-06,0.0688,0.895,-6.788,0.0637,166.903,10,4,happy
Said and Done,Said and Done,Johnning,3jnMhpFIw1rtQh43XnNUxs,2022-04-08,44,174184,0.498,0.14,0.872,3.17e-06,0.103,0.553,-6.744,0.0977,170.056,2,4,happy
Country House,Blur: The Best Of,Blur,4vnYwFOZCVl0bmerWyuzRw,2000-10-23,49,237733,0.341,0.147,0.895,0.0,0.0741,0.677,-6.66,0.076,174.987,9,4,happy
Honeypie,For Abby,JAWNY,6FfLg6FFqhCsrFOaHIGkg0,2020-10-27,70,135581,0.74,0.061,0.688,0.0,0.138,0.935,-4.361,0.0916,115.035,5,4,happy
You Make My Dreams (Come True),The Very Best of Daryl Hall / John Oates,Daryl Hall & John Oates,7HX9f8AMBl0vQxAoAzLqhS,2001-01-23,56,187600,0.749,0.13,0.484,0.137,0.0486,0.939,-9.944,0.0484,167.084,5,4,happy
A.S.S. (always sunny somewhere),A.S.S. (always sunny somewhere),Camo Columbo,0lqtePau02eM0xmOUIZ3uE,2022-06-17,40,171428,0.713,0.218,0.607,2.34e-05,0.103,0.202,-4.388,0.0582,91.005,11,4,happy
Mr. Blue Sky,Out of the Blue,Electric Light Orchestra,2RlgNHKcydI9sayD2Df2xp,1977,76,303373,0.388,0.652,0.338,3.73e-06,0.248,0.478,-10.054,0.0329,177.765,10,4,happy
Treat People With Kindness,Fine Line,Harry Styles,03mMSLEJCPoGJwQhHpN5y0,2019-12-13,69,197346,0.653,0.128,0.869,2.2e-05,0.046,0.697,-3.725,0.0382,122.017,5,4,happy
Grace Kelly,Life In Cartoon Motion,MIKA,4Sqc0kPuZpfI0T2TZBu8JT,2007-01-01,0,187733,0.676,0.0271,0.824,0.0152,0.363,0.696,-5.752,0.0449,122.221,0,4,happy
Skate,Skate,Bruno Mars,2sXf2JdbB2GlNju00kw9WE,2021-07-30,2,203122,0.708,0.037,0.598,0.0,0.17,0.698,-8.365,0.0291,112.027,5,4,happy
"Happy - From ""Despicable Me 2""",G I R L,Pharrell Williams,5b88tNINg4Q4nrRbrCXUmg,2014-03-03,0,232720,0.647,0.219,0.822,0.0,0.0908,0.962,-4.662,0.183,160.019,5,4,happy
Feel It Still,Woodstock,Portugal. The Man,6QgjcU0zLnzq5OrUoSZ3OK,2017-06-16,74,163253,0.801,0.0417,0.795,0.000113,0.0717,0.754,-5.115,0.0504,79.028,1,4,happy
"I'll Be There for You - Theme From ""Friends""",L.P.,The Rembrandts,15tHagkk8z306XkyOHqiip,1995-05-02,65,188359,0.32,0.0717,0.917,0.0,0.169,0.715,-5.903,0.0771,190.757,9,4,happy
My Type,My Type - Single,Saint Motel,6WP4WTHzaPTCk1QrbRLhgL,2013-07-23,0,203526,0.594,0.0288,0.83,0.0215,0.261,0.69,-5.727,0.0632,117.973,10,4,happy
Love Grows (Where My Rosemary Goes),Love Grows (Where My Rosemary Goes) & Other Gems,Edison Lighthouse,5Ts1DYOuouQLgzTaisxWYh,1970-01-01,72,174760,0.568,0.403,0.824,0.0,0.0855,0.753,-4.613,0.0299,108.625,9,4,happy
Good Morning,Good Morning,High Tropics,3I5Qq3AwUCbj8Qb0KBqegb,2022-12-09,35,171226,0.439,8.5e-06,0.752,0.6,0.16,0.144,-6.001,0.0308,129.953,11,4,happy
Dance Monkey,Dance Monkey (Stripped Back) / Dance Monkey,Tones And I,2XU0oxnq2qxCpomAAuJY8K,2019-10-17,74,209438,0.824,0.692,0.588,0.000104,0.149,0.513,-6.4,0.0924,98.027,6,4,happy
Walk Of Life,Sultans Of Swing - The Very Best Of Dire Straits,Dire Straits,7w4Tbkbx081vRJa8ol56Qf,1998-11-10,0,249333,0.461,0.416,0.936,0.000135,0.136,0.811,-6.824,0.104,172.43,4,4,happy
"Hey, Soul Sister","Hey, Soul Sister",Train,0KpfYajJVVGgQ32Dby7e9i,2009-08-06,0,216666,0.675,0.217,0.885,0.0,0.086,0.768,-4.432,0.0436,97.03,1,4,happy
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Funk Wav Bounces Vol.1,Calvin Harris,5bcTCxgc7xVfSaMV3RuVke,2017-06-30,74,223413,0.893,0.0642,0.745,0.0,0.0943,0.872,-3.105,0.0571,101.018,11,4,happy
Little Talks,Little Talks,Of Monsters and Men,3O0FuEfTpt3Zn6J3pXrXVO,2011-01-01,0,267413,0.466,0.0209,0.801,0.0,0.241,0.379,-5.175,0.0354,103.197,1,4,happy
Mercy,Rockferry (intl Deluxe Edition),Duffy,1dKm4a7TOYFzzTQvU59C59,2008-01-01,0,219920,0.793,0.266,0.859,0.000356,0.133,0.964,-3.774,0.0332,129.912,0,4,happy
Tripping Over Air,Tripping Over Air,Aidan Bissett,7mzPAftljnsFmU6131Pqcd,2022-09-09,66,182382,0.622,0.00185,0.799,1.08e-06,0.269,0.6,-4.811,0.0342,116.985,11,4,happy
Surfin' U.S.A. - Remastered 2001,The Very Best Of The Beach Boys: Sounds Of Summer,The Beach Boys,7sVxvaLH9Bx9YZyBjdRpdQ,2003-01-01,39,148276,0.548,0.278,0.705,1.89e-06,0.158,0.964,-10.026,0.0375,159.307,8,4,happy
Heat Waves,Dreamland (+ Bonus Levels),Glass Animals,02MWAaffLxlfxAUY7c5dvx,2020-08-06,83,238805,0.761,0.44,0.525,6.7e-06,0.0921,0.531,-6.9,0.0944,80.87,11,4,happy
Accidentally In Love,Shrek 2,Various Artists,1hy6Dic0L5SU1XqjhYY1TR,2004-01-01,0,188893,0.556,0.0499,0.929,1.7e-06,0.0931,0.842,-3.659,0.037,137.996,7,4,happy
Shine On,Konk,The Kooks,5zsvG3RApT8qMVl7673FqF,2008-01-01,48,194240,0.466,0.0763,0.634,0.0,0.0678,0.324,-5.3,0.0289,128.992,6,4,happy
ABC,The Very Best Of Michael Jackson With The Jackson 5,Michael Jackson,6nzhhT57iQYrbqumru9NNP,1995,0,179973,0.559,0.448,0.752,0.00061,0.0907,0.946,-10.046,0.0581,187.712,8,4,happy
The Wire,Days Are Gone (Deluxe Edition),HAIM,7KdF7Zac5eC9jutk9Qret4,2013-01-01,57,245800,0.548,0.0126,0.632,4.95e-06,0.0769,0.535,-5.569,0.145,113.682,2,4,happy
Dancing in the Moonlight,Dancing In The Moonlight: The Best Of Toploader,Toploader,1FHNctV68GUNLgXclG2DtR,2009-04-22,63,233373,0.639,0.0528,0.845,0.0,0.336,0.871,-3.333,0.0372,119.48,0,4,happy
Don't Start Now,Future Nostalgia,Dua Lipa,3PfIrDoz19wz7qK7tYeu62,2020-03-27,79,183290,0.793,0.0123,0.793,0.0,0.0951,0.679,-4.521,0.083,123.95,11,4,happy
Posh Kid,Posh Kid,Gasch,68LD8P1989xcYJKZA3aqRV,2021-03-12,29,156000,0.806,0.414,0.467,0.00304,0.0881,0.565,-11.021,0.12,101.048,4,4,happy
I'm Gonna Be (500 Miles),Finest,The Proclaimers,66S14BkJDxgkYxLl5DCqOz,2003-09-01,68,219466,0.851,0.151,0.551,0.0,0.0827,0.807,-5.177,0.0396,131.922,4,4,happy
Pretty Shining People,Staying at Tamara's,George Ezra,2JVwsN6viHjR9t5pCPQ4Br,2018-03-23,60,212446,0.584,0.14,0.726,0.0,0.0984,0.398,-4.604,0.0371,106.979,1,4,happy
It's Tricky,Raising Hell,Run–D.M.C.,6jBCehpNMkwFVF3dz4nLIW,1986-05-15,67,183760,0.965,0.00131,0.857,0.0,0.0726,0.951,-8.458,0.17,127.656,11,4,happy
About Damn Time,About Damn Time,Lizzo,1PckUlxKqWQs3RlWXVBLw3,2022-04-14,82,191822,0.836,0.0995,0.743,0.0,0.335,0.722,-6.305,0.0656,108.966,10,4,happy
Homesick,Homesick,Arya,1hmV2cFt3tJfvOc9zwzytY,2021-03-20,30,166400,0.741,0.439,0.711,0.0,0.116,0.801,-9.359,0.126,74.989,5,4,happy
Viva La Vida,Viva La Vida or Death and All His Friends,Coldplay,1mea3bSkSGXuIRvnydlB5b,2008-05-26,83,242373,0.486,0.0954,0.617,3.23e-06,0.109,0.417,-7.115,0.0287,138.015,5,4,happy
Sunny,Take The Heat Off Me,Boney M.,3pf96IFggfQuT6Gafqx2rt,1976,65,242240,0.647,0.088,0.868,0.124,0.129,0.804,-6.427,0.106,121.82,0,4,happy
Drinking Wine,Hand Over Your Head,Oscar Lang,2zJGwCm2cqkb7q0qrOIMpY,2020-09-11,30,209803,0.434,2.64e-05,0.958,0.000245,0.101,0.746,-3.558,0.0543,145.063,11,4,happy
The Bad Touch,Nu Rock,Various Artists,2qONptRzQM0D3BGOgAsapI,2007-01-01,41,259506,0.818,0.00209,0.688,0.0541,0.282,0.971,-7.083,0.0379,122.983,0,4,happy
Love Natural,Cave Rave,Crystal Fighters,04MNyOQZDvLsW2gjAm9q2L,2013-05-27,0,199526,0.654,0.0392,0.791,0.0,0.321,0.603,-6.243,0.048,133.042,11,4,happy
All My Friends Are Stoned,What About Now - EP,WizTheMc,7BL33HmuFQien4olebugdj,2020-10-30,47,159118,0.794,0.0871,0.628,0.0,0.181,0.935,-4.321,0.0328,121.793,6,4,happy
On Top Of The World,Night Visions,Imagine Dragons,213x4gsFDm04hSqIUkg88w,2012-09-04,73,192280,0.631,0.0841,0.924,3.59e-06,0.084,0.755,-5.589,0.146,100.045,0,4,happy
I'm So Excited,So Excited! (Expanded Edition),The Pointer Sisters,1ot6jEe4w4hYnsOPjd3xKQ,1982-02-01,69,230640,0.59,0.0962,0.868,0.000322,0.442,0.798,-5.832,0.048,184.348,5,4,happy
My Girl,My Girl,High Tropics,4S46FETQcxhXROubIV11M3,2021-02-05,32,165809,0.692,0.0881,0.832,0.0674,0.183,0.858,-4.414,0.0291,112.007,0,4,happy
Proud Mary,Bayou Country (Expanded Edition),Creedence Clearwater Revival,6pxWv6GV35VGmcPf5dh6CH,1969-01-05,70,187213,0.699,0.13,0.641,0.000218,0.0601,0.728,-7.564,0.0289,120.745,2,4,happy
Best Fake Smile,Chaos And The Calm,James Bay,0Me1AKVY2wzxOKLMiaAtNy,2015-03-20,42,205026,0.689,0.0231,0.887,0.0,0.275,0.937,-4.27,0.0424,142.014,11,4,happy
Conga!,The Very Best Of Gloria Estefan (English Version),Gloria Estefan,0KxTWgl64TNOQXiGFJYc6t,1984,53,252933,0.782,0.141,0.873,0.0571,0.112,0.858,-7.157,0.0475,123.181,2,4,happy
Norgaard,What Did You Expect from the Vaccines?,The Vaccines,1Q8reqCOXg2yqNr47HGo9X,2011-03-11,0,98400,0.323,5.12e-06,0.847,0.0208,0.25,0.859,-4.716,0.0348,173.914,11,4,happy
Dynamite,BE,BTS,4saklk6nie3yiGePpBwUoc,2020-11-20,5,199053,0.746,0.0112,0.765,0.0,0.0936,0.737,-4.41,0.0993,114.044,6,4,happy
I'm Good,I'm Good,The Mowgli's,2kiJ5lZQZusgWwpqA7z2i1,2015-02-03,0,166920,0.613,0.00892,0.923,0.0,0.149,0.669,-5.234,0.0691,96.043,0,4,happy
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit],Riton,4cG7HUWYHBV6R6tHn1gxrl,2021-01-15,77,169153,0.824,0.0076,0.862,0.000132,0.303,0.801,-3.424,0.126,122.98,2,4,happy
Tainted Love - Single Version,Tainted Love: The Original Single,Gloria Jones,0BbA7S30mOQB94e4IBnqCt,1982-01-01,47,131160,0.516,0.652,0.684,0.0,0.685,0.84,-5.659,0.0797,161.167,8,4,happy
Jungle Drum,Me And Armini,Emilíana Torrini,7BXToqZFtclAj6mshYWena,2008-09-08,0,133466,0.636,0.134,0.881,0.00952,0.074,0.845,-5.376,0.0758,118.237,2,4,happy
Friday I'm In Love,Wish,The Cure,20CNpCKq1oTdvekXaboyeq,1992-04-21,0,215160,0.526,0.00126,0.763,6.75e-05,0.359,0.514,-12.663,0.0341,136.205,0,4,happy
Feel Good Inc.,Demon Days,Gorillaz,0d28khcov6AiegSCpG5TuT,2005-05-23,80,222640,0.818,0.00836,0.705,0.00233,0.613,0.772,-6.679,0.177,138.559,6,4,happy
Delilah,Delilah,3409,7MDSd5MwBcZuvZBHmWIkiy,2020-11-19,30,131200,0.685,0.148,0.498,8.35e-06,0.112,0.743,-6.532,0.0652,150.101,2,4,happy
One Way Or Another,Atomic: The Very Best Of Blondie,Blondie,5Q7cE6wGHMehLFo2ppkk5D,1998-01-01,50,208360,0.445,0.00402,0.872,0.00909,0.047,0.834,-6.294,0.0602,162.407,6,4,happy
Adventure of a Lifetime,Adventure of a Lifetime,Coldplay,4MFCXniy7I8tj0GXtf3wgC,2015-11-06,52,263786,0.638,0.00205,0.924,0.000175,0.149,0.53,-3.887,0.036,111.995,7,4,happy
My Generation - Mono Version,The Who Sings My Generation (U.S. Version),The Who,45s88Xopo6KvHc0PQ05aGg,1966-04-01,49,198866,0.299,0.14,0.787,0.0,0.292,0.716,-7.93,0.069,94.798,0,4,happy
Havana (feat. Young Thug),Camila,Camila Cabello,1rfofaqEpACxVEHIZBJe6W,2018-01-12,77,217306,0.765,0.184,0.523,3.56e-05,0.132,0.394,-4.333,0.03,104.988,2,4,happy
"Rudy, A Message To You",Massive Reggae,Various Artists,0FXJkC3XA6UOyvti331jQw,2008-01-01,0,152880,0.936,0.0211,0.414,0.453,0.11,0.899,-8.942,0.0791,107.438,9,4,happy
Homerun (Radio Edit),Homerun (Radio Edit),The Brahms,6fWMEDCURTkeP9bPYvzcJe,2015-10-14,36,159407,0.532,0.0104,0.831,0.000183,0.0801,0.764,-4.359,0.0456,93.948,9,4,happy
Uptown Girl,The Essential Billy Joel,Billy Joel,3CSpzkoL1XgDBZ1q9aDCUV,2001-10-02,59,194866,0.696,0.0736,0.943,0.0,0.653,0.832,-2.962,0.043,129.002,4,4,happy
Desire,Communion (Deluxe),Years & Years,6TMzuNLw1ZPgBqPKmnnObm,2015-07-10,51,203204,0.706,0.299,0.777,0.0,0.298,0.638,-4.591,0.0567,126.008,10,4,happy
Happy Hour,Soup,The Beautiful South,37i2PeqCGD4WqfGZeQgmXy,2007-01-01,30,142440,0.51,0.113,0.918,2.31e-06,0.115,0.94,-6.219,0.0433,95.876,10,4,happy
Best Day Of My Life,American Authors,American Authors,44AXd3UVaaVYsSQqBpnYO2,2013-01-01,0,194093,0.673,0.0525,0.901,0.000535,0.0736,0.503,-2.379,0.0348,100.002,2,4,happy
Modern Love - Single Version; 2002 Digital Remaster,Best Of Bowie,David Bowie,2Rkfv2emuT4A1QU6dJmf5V,2002-10-21,0,238293,0.464,0.00227,0.895,0.00394,0.13,0.932,-7.683,0.031,91.905,0,4,happy
Chelsea Dagger,Costello Music,The Fratellis,1bCmvezFg5MRcENzCGG1Cy,2006-01-01,66,215306,0.511,0.0491,0.815,0.0,0.0826,0.586,-3.14,0.144,154.514,7,4,happy
"Sugar, Sugar","Sugar, Sugar",The Archies,4GAI8BxeMgrvhZNEU59UfR,2007-01-01,53,169626,0.757,0.757,0.647,3.08e-06,0.0972,0.97,-10.264,0.0299,122.771,2,4,happy
Suddenly I See,Eye To The Telescope,KT Tunstall,5p9XWUdvbUzmPCukOmwoU3,2005-01-01,70,201706,0.587,0.225,0.767,0.0,0.112,0.664,-5.713,0.0449,100.38,0,4,happy
If You Wanna Be Happy,If You Wanna Be Happy,Jimmy Soul,3eKkMH08IN5qbjp8wv6cV8,2014-03-07,25,143229,0.639,0.611,0.875,1.18e-05,0.204,0.873,-8.231,0.0413,93.242,10,4,happy
Everybody Talks,Everybody Talks,Neon Trees,74mS2Q0bTQsq3dHuQ55Zj8,2011-12-19,0,179386,0.479,0.00767,0.931,0.0,0.306,0.708,-3.976,0.0613,154.931,8,4,happy
Start Me Up,GRRR! (Deluxe Version),The Rolling Stones,52MW2hwNmLa0KdsZZk8360,2012-01-01,0,212960,0.629,0.0273,0.905,0.199,0.0644,0.967,-4.745,0.0378,122.448,5,4,happy
Get Up,Get Up,Rival,4p0NFm5EputEZSv8aMyoud,2021-05-28,42,171272,0.745,0.0237,0.713,0.00105,0.215,0.755,-6.668,0.0633,109.997,6,4,happy
Shotgun,Staying at Tamara's,George Ezra,4ofwffwvvnbSkrMSCKQDaC,2018-03-23,74,201287,0.673,0.286,0.735,0.0,0.242,0.754,-4.733,0.0457,115.744,5,4,happy
Can't Buy Me Love - Remastered 2015,1 (Remastered),The Beatles,7pQAq14Z73YUFMtxCyt0bG,2000-11-13,0,131213,0.426,0.118,0.76,0.0,0.325,0.955,-4.082,0.0414,171.838,0,4,happy
dumb dumb,the rainbow cassette,mazie,4qbEaaJ29p32GI8EWQmm6R,2021-08-25,69,125256,0.783,0.22,0.472,0.000458,0.0798,0.589,-8.392,0.0427,122.052,2,4,happy
